Bird	Year	Trip Num	Start	Stop	Duration	Fly	Dive	Rest	FirstFlight	LastFlight
a07796_01-06-13_box lhh 263_2.csv	2013	3	5/30/13 5:06	5/30/13 21:44	59870	1695	28080	30095	0:03:00	0:07:25
a07796_01-06-13_box lhh 263_2.csv	2013	4	5/31/13 5:08	5/31/13 21:45	59785	2535	26314	30936	0:00:00	0:09:15
a07796_01-06-13_box lhh 263_2.csv	2013	5	6/1/13 5:00	6/1/13 21:37	59800	1935	32623	25242	0:05:45	0:01:05
a07796_28-07-13_box cb 397.csv	2013	1	7/24/13 5:51	7/24/13 21:34	56580	2865	13633	40082	0:13:05	0:00:00
a07796_28-07-13_box cb 397.csv	2013	2	7/25/13 5:24	7/25/13 21:46	58965	0	12878	46087	0	0
a07796_28-07-13_box cb 397.csv	2013	3	7/26/13 5:30	7/26/13 23:59	66570	675	16593	49302	0:00:00	N/A
a07796_28-07-13_box cb 397.csv	2013	4	7/27/13 0:00	7/27/13 21:30	77440	525	13716	63199	N/A	0:00:00
a09787_26-07-13_box lhh 220.csv	2013	1	7/24/13 3:52	7/24/13 22:00	65275	1550	18495	45230	0:04:20	0:00:00
a09787_26-07-13_box lhh 220.csv	2013	2	7/25/13 5:19	7/25/13 21:34	58490	550	16897	41043	0:00:00	0:09:10
a09787_26-07-13_box lhh 220.csv	2013	3	7/26/13 5:30	7/26/13 20:00	52205	1030	16492	34683	0:00:00	0:00:00
a09787_31-05-13_box cg 111.csv	2013	1	5/28/13 4:42	5/28/13 21:48	61550	7350	12865	41335	0:08:15	0:45:35
a09787_31-05-13_box cg 111.csv	2013	2	5/29/13 5:02	5/29/13 21:53	60690	8390	14528	37772	0:09:30	0:32:55
a09787_26-07-13_box lhh 220.csv	2013	3	7/26/13 5:30	7/26/13 21:38	58085	1105	16492	40488	0	0:01:15
a09790_26-07-13_box cg 129.csv	2013	1	7/24/13 4:51	7/24/13 21:54	61365	115	24030	37220	0:00:00	0:00:00
a09790_26-07-13_box cg 129.csv	2013	3	7/26/13 4:54	7/26/13 21:43	60505	1380	26286	32839	0:00:00	0:00:00
a09790_31-05-13_box cs 31.csv	2013	1	5/28/13 4:51	5/28/13 21:37	60315	4885	19589	35841	0:16:50	0:07:45
a09790_31-05-13_box cs 31.csv	2013	2	5/29/13 5:03	5/29/13 22:06	61345	4355	24726	32264	0:00:00	0:17:00
a09790_31-05-13_box cs 31.csv	2013	3	5/30/13 5:01	5/30/13 21:41	59955	1855	25496	32604	0:00:00	0:05:10
a09791_26-07-13_box cs 81.csv	2013	1	7/24/13 3:23	7/24/13 22:24	68480	370	25335	42775	0:00:00	0:03:25
a09791_26-07-13_box cs 81.csv	2013	2	7/25/13 5:18	7/25/13 23:59	67290	0	16506	50784	0:00:00	N/A
a09791_26-07-13_box cs 81.csv	2013	3	7/26/13 5:01	7/26/13 21:22	58865	0	14624	44241	0	0
a09791_31-05-13_box cs 30.csv	2013	1	5/28/13 4:52	5/28/13 21:34	60140	11965	13110	35065	0:12:35	0:11:15
a09791_31-05-13_box cs 30.csv	2013	2	5/29/13 4:52	5/29/13 21:36	60230	16070	20048	24112	0:14:15	0:17:35
a09791_31-05-13_box cs 30.csv	2013	3	5/30/13 4:32	5/30/13 22:15	63775	10405	16232	37138	0:04:50	0:15:55
sefi caau tdr_box 365_tag_a10835_22-07-14.csv	2014	1	7/19/14 5:17	7/19/14 22:05	60480	635	11330	48515	0:00:00	0:00:00
sefi caau tdr_box 365_tag_a10835_22-07-14.csv	2014	2	7/20/14 5:13	7/20/14 21:44	59455	425	12020	47010	0:00:00	0:00:00
sefi caau tdr_box 365_tag_a10835_22-07-14.csv	2014	3	7/21/14 5:27	7/21/14 23:59	66770	2070	22909	41791	0:00:00	N/A
sefi caau tdr_box 365_tag_a10835_22-07-14.csv	2014	4	7/22/14 0:00	7/22/14 19:58	71895	205	20455	51235	N/A	0:00:00
sefi caau tdr_box 368_tag_a10837_23-06-14.csv	2014	1	6/21/14 5:04	6/21/14 21:58	60845	7130	13905	39810	0:28:15	0:14:15
sefi caau tdr_box 368_tag_a10837_23-06-14.csv	2014	2	6/22/14 5:06	6/22/14 21:48	60100	9430	22309	28361	0:21:50	0:11:25
sefi caau tdr_box 368_tag_a10837_23-06-14.csv	2014	3	6/23/14 5:07	6/23/14 21:20	58380	7960	25410	25010	0:13:50	0:13:40
sefi caau tdr_box 92_tag_a09787_23-07-14.csv	2014	1	7/19/14 0:44	7/19/14 21:42	75480	0	5893	69587	0	0
sefi caau tdr_box 92_tag_a09787_23-07-14.csv	2014	2	7/20/14 5:01	7/20/14 20:17	54985	65	25093	29827	0:00:00	0:00:00
sefi caau tdr_box 92_tag_a09787_23-07-14.csv	2014	3	7/21/14 4:52	7/21/14 22:30	63505	1955	23524	38026	0:00:00	0:00:00
sefi caau tdr_box 92_tag_a09787_23-07-14.csv	2014	4	7/22/14 2:07	7/22/14 22:58	75065	1110	18089	55866	0:00:00	0:00:00
sefi caau tdr_box cb 341_tag_a10841_23-06-14.csv	2014	1	6/21/14 4:32	6/21/14 21:44	61950	14865	10324	36761	0:20:25	0:18:35
sefi caau tdr_box cb 341_tag_a10841_23-06-14.csv	2014	2	6/22/14 4:41	6/22/14 21:36	60900	13015	12802	35083	0:23:00	0:14:40
sefi caau tdr_box cb 341_tag_a10841_23-06-14.csv	2014	3	6/23/14 4:27	6/23/14 21:47	62405	8815	15957	37633	0:20:30	0:05:45
sefi caau tdr_box cb 359_tag_a10834_23-06-14.csv	2014	1	6/21/14 5:08	6/21/14 21:50	60125	7185	14670	38270	0	0:28:30
sefi caau tdr_box cb 359_tag_a10834_23-06-14.csv	2014	2	6/22/14 4:59	6/22/14 21:39	59955	7230	18420	34305	0:10:25	0:27:40
sefi caau tdr_box cb 359_tag_a10834_23-06-14.csv	2014	3	6/23/14 5:27	6/23/14 21:49	58940	6480	22402	30058	0:13:55	0:21:25
sefi caau tdr_box cb 367_tag_a10835_23-06-14.csv	2014	1	6/21/14 5:05	6/21/14 21:45	60040	4645	14761	40634	0:03:50	0:03:05
sefi caau tdr_box cb 367_tag_a10835_23-06-14.csv	2014	2	6/22/14 4:58	6/22/14 21:44	60395	5700	15007	39688	0:21:45	0:24:35
sefi caau tdr_box cb 367_tag_a10835_23-06-14.csv	2014	3	6/23/14 5:11	6/23/14 21:44	59580	6770	17337	35473	0:30:50	0:00:00
sefi caau tdr_box cb 371_tag_a10838_23-06-14.csv	2014	1	6/21/14 5:01	6/21/14 21:46	60290	9440	19352	31498	0:25:20	0:44:05
sefi caau tdr_box cb 371_tag_a10838_23-06-14.csv	2014	2	6/22/14 3:45	6/22/14 21:39	64425	11855	14433	38137	0:52:15	0:13:15
sefi caau tdr_box cb 371_tag_a10838_23-06-14.csv	2014	3	6/23/14 4:26	6/23/14 21:31	61555	9115	11500	40940	0:37:10	0:06:25
sefi caau tdr_box cb 398_tag_a10837_22-07-14.csv	2014	1	7/19/14 5:04	7/19/14 21:44	59955	5700	10556	43699	0:43:15	0:31:50
sefi caau tdr_box cb 398_tag_a10837_22-07-14.csv	2014	3	7/21/14 5:00	7/21/14 21:57	61060	5950	20923	34187	0	0:34:15
sefi caau tdr_box cg 140_tag_a10841_23-07-14.csv	2014	1	7/19/14 4:51	7/19/14 21:38	60415	7225	5986	47204	0:46:15	0:39:25
sefi caau tdr_box cg 140_tag_a10841_23-07-14.csv	2014	2	7/20/14 5:09	7/20/14 21:52	60175	4195	9466	46514	0:00:00	1:09:55
sefi caau tdr_box cg 140_tag_a10841_23-07-14.csv	2014	3	7/21/14 4:51	7/21/14 23:59	68905	350	11516	57039	0:00:00	N/A
sefi caau tdr_box cg 140_tag_a10841_23-07-14.csv	2014	4	7/22/14 0:00	7/22/14 23:59	86395	2160	14127	70108	N/A	N/A
sefi caau tdr_box cg 140_tag_a10841_23-07-14.csv	2014	5	7/23/14 0:00	7/23/14 22:30	81020	940	20767	59313	N/A	0:00:00
sefi caau tdr_box cg 161_tag_a09791_22-07-14.csv	2014	1	7/19/14 0:00	7/19/14 23:39	85175	9740	6251	69184	N/A	0
sefi caau tdr_box cg 161_tag_a09791_22-07-14.csv	2014	2	7/20/14 5:14	7/20/14 23:59	67510	9765	8694	49051	0:37:50	N/A
sefi caau tdr_box cg 161_tag_a09791_22-07-14.csv	2014	3	7/21/14 0:00	7/21/14 22:02	79355	5505	12750	61100	N/A	0:14:55
sefi caau tdr_box cs 32_tag_a09791_23-06-14.csv	2014	1	6/21/14 5:02	6/21/14 21:57	60865	8695	9142	43028	0:21:25	0:21:25
sefi caau tdr_box cs 32_tag_a09791_23-06-14.csv	2014	2	6/22/14 4:55	6/22/14 21:36	60045	11655	14326	34064	0:17:00	0:17:10
sefi caau tdr_box cs 32_tag_a09791_23-06-14.csv	2014	3	6/23/14 4:50	6/23/14 21:43	60750	11200	18697	30853	0:09:10	0:19:45
sefi caau tdr_box cs 33_tag_a09790_23-06-14.csv	2014	1	6/21/14 3:58	6/21/14 21:56	64650	12035	23090	29525	0:34:20	0:15:00
sefi caau tdr_box cs 33_tag_a09790_23-06-14.csv	2014	2	6/22/14 4:57	6/22/14 21:52	60935	5090	22112	33733	0:18:10	0:17:15
sefi caau tdr_box cs 33_tag_a09790_23-06-14.csv	2014	3	6/23/14 5:03	6/23/14 21:47	60205	3450	21448	35307	0:07:25	0:04:10
sefi caau tdr_box cs 7_tag_a09787_23-06-14.csv	2014	1	6/21/14 4:46	6/21/14 21:55	61765	6420	16104	39241	0:30:30	0:19:00
sefi caau tdr_box cs 7_tag_a09787_23-06-14.csv	2014	2	6/22/14 4:53	6/22/14 21:39	60335	9065	23064	28206	0:10:20	0:33:50
sefi caau tdr_box cs 7_tag_a09787_23-06-14.csv	2014	3	6/23/14 4:56	6/23/14 21:39	60190	8670	27416	24104	0:02:25	0:02:20
sefi caau tdr_box ka house 350_tag_a10842_23-07-14.csv	2014	1	7/19/14 2:09	7/19/14 21:44	70490	14100	6023	50367	0:46:40	1:12:00
sefi caau tdr_box ka house 350_tag_a10842_23-07-14.csv	2014	2	7/20/14 5:04	7/20/14 21:38	59660	15810	12866	30984	0:52:35	0:19:45
sefi caau tdr_box ka house 350_tag_a10842_23-07-14.csv	2014	3	7/21/14 5:10	7/21/14 18:43	48730	9485	22613	16632	0:28:25	0:00:00
sefi caau tdr_box ka house 350_tag_a10842_23-07-14.csv	2014	4	7/22/14 4:29	7/22/14 21:56	62845	8680	18503	35662	0	0:52:10
sefi caau tdr_box lhh 186_tag_a10842_23-06-14.csv	2014	1	6/21/14 4:44	6/21/14 21:55	61860	5060	14454	42346	0:21:00	0:09:20
sefi caau tdr_box lhh 186_tag_a10842_23-06-14.csv	2014	2	6/22/14 4:12	6/22/14 21:38	62745	7680	20845	34220	0:29:20	0:06:30
sefi caau tdr_box lhh 186_tag_a10842_23-06-14.csv	2014	3	6/23/14 4:43	6/23/14 21:54	61880	12405	22502	26973	0:22:55	0:29:20
sefi caau tdr_box lhh 231_tag_a10834_22-07-14.csv	2014	1	7/19/14 5:16	7/19/14 21:41	59065	4585	13885	40595	0	0:11:05
sefi caau tdr_box lhh 231_tag_a10834_22-07-14.csv	2014	2	7/20/14 5:26	7/20/14 21:44	58685	2695	17214	38776	0	0:05:20
sefi caau tdr_box lhh 231_tag_a10834_22-07-14.csv	2014	3	7/21/14 5:19	7/21/14 21:55	59800	7995	16535	35270	0:24:50	0:25:20
sefi caau tdr_box lhh 251_tag_a09790_22-07-14.csv	2014	1	7/19/14 5:25	7/19/14 21:38	58395	8455	11641	38299	0:40:15	0:34:20
sefi caau tdr_box lhh 251_tag_a09790_22-07-14.csv	2014	2	7/20/14 5:23	7/20/14 21:37	58435	3300	11309	43826	0:00:00	0:38:25
sefi caau tdr_box lhh 251_tag_a09790_22-07-14.csv	2014	3	7/21/14 5:21	7/21/14 21:50	59350	5320	16141	37889	0:00:00	0:00:00
sefi caau tdr_box 1_tag a10842_29-05-15.csv	2015	2	5/27/15 4:59	5/27/15 21:22	58950	1300	17091	40559	0	0:04:30
sefi caau tdr_box 1_tag a10842_29-05-15.csv	2015	4	5/29/15 5:05	5/29/15 21:40	59720	855	17491	41374	0	0
sefi caau tdr_box 12_tag a10834_25-06-15.csv	2015	1	6/22/15 4:50	6/22/15 21:50	61215	5065	17978	38172	0:08:20	0:11:50
sefi caau tdr_box 12_tag a10834_25-06-15.csv	2015	3	6/24/15 4:38	6/24/15 22:04	62770	3150	17914	41706	0:07:20	0
sefi caau tdr_box 122_tag a12239_25-06-15.csv	2015	1	6/22/15 5:06	6/22/15 21:57	60715	3205	15096	42414	0:06:10	0:09:50
sefi caau tdr_box 122_tag a12239_25-06-15.csv	2015	2	6/23/15 4:58	6/23/15 21:54	60965	4880	22053	34032	0:06:20	0:08:20
sefi caau tdr_box 122_tag a12239_25-06-15.csv	2015	3	6/24/15 4:56	6/24/15 21:58	61310	6320	21107	33883	0:18:15	0:08:00
sefi caau tdr_box 152_tag a10834_30-05-15.csv	2015	2	5/27/15 4:50	5/27/15 21:44	60815	9385	21861	29569	0:07:20	0:42:10
sefi caau tdr_box 152_tag a10834_30-05-15.csv	2015	3	5/28/15 5:04	5/28/15 21:34	59435	9185	24009	26241	0:09:45	0:05:20
sefi caau tdr_box 152_tag a10834_30-05-15.csv	2015	4	5/29/15 5:10	5/29/15 21:35	59060	9265	25916	23879	0:02:35	0:38:20
sefi caau tdr_box 20_tag a12234_30-05-15.csv	2015	2	5/27/15 4:56	5/27/15 21:19	58970	1465	17367	40138	0:04:05	0:05:05
sefi caau tdr_box 20_tag a12234_30-05-15.csv	2015	3	5/28/15 5:10	5/28/15 21:26	58590	5045	13117	40428	0:00:00	0:00:00
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	4	6/25/15 4:56	6/25/15 21:30	59625	1045	14368	44212	0	0:11:40
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	1	6/22/15 5:12	6/22/15 23:09	64665	3345	13326	47994	0:00:00	0:24:25
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	2	6/23/15 5:07	6/23/15 22:09	61280	910	14027	46343	0:00:00	0:04:25
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	3	6/24/15 5:08	6/24/15 23:59	67880	2335	15503	50042	0:03:55	N/A
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	4	6/25/15 3:36	6/25/15 23:59	73395	16080	14368	42947	1:18:10	N/A
sefi caau tdr_box 201_tag a10835_29-06-15.csv	2015	5	6/26/15 4:05	6/26/15 22:37	66765	1755	15651	49359	0:17:45	0:00:00
sefi caau tdr_box 202_a12236_25-06-15.csv	2015	1	6/22/15 5:14	6/22/15 22:09	60900	2985	17642	40273	0:16:15	0:08:35
sefi caau tdr_box 202_a12236_25-06-15.csv	2015	2	6/23/15 5:07	6/23/15 22:16	61750	2460	19555	39735	0:00:00	0:25:25
sefi caau tdr_box 202_a12236_25-06-15.csv	2015	3	6/24/15 4:57	6/24/15 23:59	68540	5420	16081	47039	0:16:50	N/A
sefi caau tdr_box 234_a10837_30-05-15.csv	2015	2	5/27/15 5:07	5/27/15 21:38	59480	2765	24126	32589	0:13:05	0:00:00
sefi caau tdr_box 234_a10837_30-05-15.csv	2015	4	5/29/15 5:06	5/29/15 21:44	59840	3605	19343	36892	0:22:25	0:18:00
sefi caau tdr_box 248_tag a10835_30-05-15.csv	2015	2	5/27/15 4:59	5/27/15 21:35	59805	1095	25435	33275	0:04:40	0:00:00
sefi caau tdr_box 248_tag a10835_30-05-15.csv	2015	3	5/28/15 5:17	5/28/15 21:33	58540	1340	19654	37546	0:00:00	0:00:00
sefi caau tdr_box 248_tag a10835_30-05-15.csv	2015	4	5/29/15 5:07	5/29/15 21:53	60390	0	26256	34134	0:00:00	0:00:00
sefi caau tdr_box 26_tag a10837_25-06-15.csv	2015	1	6/22/15 4:51	6/22/15 21:55	61480	2585	13814	45081	0:24:35	0:08:50
sefi caau tdr_box 26_tag a10837_25-06-15.csv	2015	3	6/24/15 4:38	6/24/15 22:00	62540	5730	20783	36027	0:27:50	0:12:10
sefi caau tdr_box 3_tag a12239_30-05-15.csv	2015	2	5/27/15 4:47	5/27/15 22:36	64150	750	28832	34568	0:00:00	0:07:35
sefi caau tdr_box 3_tag a12239_30-05-15.csv	2015	3	5/28/15 5:02	5/28/15 22:12	61835	1535	25265	35035	0:00:00	0:00:00
sefi caau tdr_box 3_tag a12239_30-05-15.csv	2015	4	5/29/15 4:58	5/29/15 23:59	68515	3840	23036	41639	0:00:00	N/A
sefi caau tdr_box 357_tag a09787_30-05-15.csv	2015	3	5/28/15 5:26	5/28/15 21:49	58995	5355	15681	37959	0:34:25	0:05:55
sefi caau tdr_box 357_tag a09787_30-05-15.csv	2015	4	5/29/15 5:02	5/29/15 21:37	59720	3045	18760	37915	0:20:15	0:16:15
sefi caau tdr_box 370_tag a10841_25-06-15.csv	2015	1	6/22/15 4:56	6/22/15 21:50	60840	3100	13705	44035	0:14:35	0:03:55
sefi caau tdr_box 370_tag a10841_25-06-15.csv	2015	2	6/23/15 4:56	6/23/15 21:51	60895	2450	12000	46445	0:00:00	0:02:20
sefi caau tdr_box 370_tag a10841_25-06-15.csv	2015	3	6/24/15 5:02	6/24/15 21:56	60840	2325	1475	57040	0:32:05	0:00:00
sefi caau tdr_box 4_tag a12240_30-05-15.csv	2015	2	5/27/15 4:55	5/27/15 21:31	59745	7995	26746	25004	0:15:15	0:34:00
sefi caau tdr_box 4_tag a12240_30-05-15.csv	2015	4	5/29/15 4:49	5/29/15 21:51	61300	8195	24787	28318	0:26:40	0:19:20
sefi caau tdr_box 50_tag a10841_30-05-15.csv	2015	2	5/27/15 4:54	5/27/15 21:36	60130	3585	19850	36695	0:13:20	0:02:55
sefi caau tdr_box 50_tag a10841_30-05-15.csv	2015	3	5/28/15 5:04	5/28/15 21:28	59020	1200	12571	45249	0:00:00	0:00:00
sefi caau tdr_box 50_tag a10841_30-05-15.csv	2015	4	5/29/15 4:49	5/29/15 21:58	61730	2360	19923	39447	0:00:00	0:00:00
sefi caau tdr_box 54_tag a12240_25-06-15.csv	2015	1	6/22/15 4:44	6/22/15 21:57	61935	3805	12247	45883	0:37:15	0:00:00
sefi caau tdr_box 54_tag a12240_25-06-15.csv	2015	2	6/23/15 4:42	6/23/15 21:46	61390	3475	13768	44147	0:04:30	0:07:10
sefi caau tdr_box 54_tag a12240_25-06-15.csv	2015	3	6/24/15 4:24	6/24/15 22:29	65070	3980	15568	45522	0:22:10	0:00:00
sefi caau tdr_box 58_tag a12236_30-05-15.csv	2015	2	5/27/15 4:59	5/27/15 23:21	66120	1210	22146	42764	0	0:13:15
sefi caau tdr_box 58_tag a12236_30-05-15.csv	2015	3	5/28/15 5:06	5/28/15 23:59	67985	155	20378	47452	0:00:00	N/A
sefi caau tdr_box 58_tag a12236_30-05-15.csv	2015	4	5/29/15 4:56	5/29/15 23:59	68595	0	24811	43784	0:00:00	N/A
sefi caau tdr_box 73_tag a12237_30-05-15.csv	2015	2	5/27/15 5:04	5/27/15 21:56	60690	7465	20494	32731	0:17:25	0:28:55
sefi caau tdr_box 73_tag a12237_30-05-15.csv	2015	3	5/28/15 5:08	5/28/15 21:38	59395	0	20809	38586	0:00:00	0:00:00
sefi caau tdr_box 73_tag a12237_30-05-15.csv	2015	4	5/29/15 5:03	5/29/15 22:02	61100	0	20773	40327	0:00:00	0:00:00
sefi caau tdr_box 98_tag a12237_25-06-15.csv	2015	1	6/22/15 4:59	6/22/15 22:18	62310	3365	12592	46353	0:17:05	0:05:50
sefi caau tdr_box 98_tag a12237_25-06-15.csv	2015	2	6/23/15 4:58	6/23/15 21:57	61135	2185	14629	44321	0:04:25	0:04:50
sefi caau tdr_box 98_tag a12237_25-06-15.csv	2015	3	6/24/15 4:59	6/24/15 23:59	68445	5010	16381	47054	0:07:05	N/A
